,thread_title,thread_id
23034,Chicken Pox,a29935105
23037,An Old-Fashioned MMR Debate,a27379253
23039,International Travel w/newborn,a62876311
23040,Flu Shot? POLL,a24664905
23041,Whose baby got a fever after two month vaccines?,a24217237
23043,4 Month Dr. Visit,a55054051
23044,Solid Foods,a67166791
23047,Those mom that dont vaccinate please read this.,a29702251
23048,I support you,a54032800
23052,H1N1 Vaccine,a17525085
23054,I'm a bad person for saying this.....,a46898683
23055,For Those With Vaccine Questions... Read This!!,a22390331
23056,Swine Flu Vaccine,a8637175
23057,Chicken pox vaccine,a28446487
23062,Anyone else approached about meningitis vaccine trial?,a4118655
23064,Out of vaccines,a48468526
23065,"Just got H1N1 vaccine, should I use my frozen BM",a19977295
23067,Nursing while baby gets vaccines,a36258022
23068,Vaccines,a15923855
23070,Whooping cough vaccine for family?,a28434341
23071,Anemia heel prick test?,a65122501
23072,Do You Plan to Vaccinate Your Children Against the Flu this Year?,a24053721
23074,Dog bit my 9 yr old daughter...long**,a48915487
23075,Pertussis vaccine?,a35155645
23076,New Yorkers Vaccine commercial,a27862127
23077,Food allergies *POLL*,a60782995
23078,H1N1 vaccine with thimerosal,a17356895
23079,"Daycare provider doesn't ""do"" vaccinations.",a36692314
23081,Can I have two doctors?,a56822584
23082,"I don't want a debate, just some facts please!",a45040042
23084,O/T. Medical study,a63462577
23085,OT--Should I cancel our Disneyland trip?,a54846745
23087,3 month appt..,a54980722
23088,whopping cough,a40639264
23089,Nursing during vaccines?,a22607801
23090,To H1N1 Vaccinate...that is the question,a16812395
23091,vaccinations,a22111719
23093,BTDT Moms Who Had a Birth Center Birth,a66008407
23095,Did anyone get the TDap vaccine?,a25459101
23096,HELPFUL LINKS *3rd trimester*,a64212658
23099,Postpartum (help meee!),a64531153
23102,Fix a baby problem? Have a fun photo to share? Poster beware!,a54690745
23103,FLU SHOT OR NOT?,a59737513
23105,aaaarrrrrr! There is so much conflicting info on vaccines!!!!,a9447105
23109,Son throwing up after vaccine... What can I do?,a27631601
23111,Hoarse voice after vaccinations?,a48584023
23114,2 month shots,a62651023
23116,Vaccine Friendly Pediatrician,a11364375
23117,Vaccinations,a42110473
23118,Toddler health - desperate,a59351365
23120,"Medical journal: Study linking autism, vaccines is 'elaborate fraud'",a25802923
23121,chicken poc vaccine and still got the chicken pox!,a29651071
23122,Good book on vaccinations..,a23329553
23123,Irritable after vaccine,a32687845
23124,thimerisol in H1N1 vaccine!,a13300555
23127,I'm going to vent here,a60660133
23129,For Women who are considering/haven't gotten TDAP yet...,a38169211
23130,Vaccination Questions,a31565317
23131,9 month check up?,a59317114
23132,vaccine question,a1787735
23135,Had to call 911,a26659665
23136,anyone plans to give swine vaccine shot for the baby?,a14646825
23137,6 week shots?,a65937025
23139,Rhogam Vaccine,a26049719
23140,Adult pertussis vac,a35405251
23141,"No insurance, are my baby's well visits covered though?",a44471422
23143,"I screwed up, join my pity party?",a60393496
23145,how bad is the flu?,a54284188
23146,Just not a good day. Ppd sucks.,a61275313
23147,Rant**,a59888875
23149,this mom will not be...,a44590288
23150,Vaccines,a18490285
23153,Is any one really late with vaccinations?,a22824311
23154,If you are pro-life....,a21412189
23155,Vent... answer friend's questions or ignore her?,a61521322
23159,People not getting H1N1 vaccine-reasons?,a19030245
23160,Flu Vaccination,a1351455
23161,"Wierd BM, rota vaccine? (maybe tmi)",a28546017
23162,Babysitting and unvaccinated kid,a59641651
23163,Help. What do I say??,a56932267
23164,Measles Outbreak!,a49460671
23165,Need good thoughts for my LO- update hospital update back home,a59054206
23166,Pro vaxers and fear mongering,a55248808
23167,OT: HPV Vaccine--what do you think?,a18730035
23168,baby very irritable (usually not) and crying...vaccines?,a15996065
23170,Trigger - Chronic lice - would it be a CPS worthy call? A lot more going on too. Update pg 5,a52414969
23171,I'm FREAKING out!! *UPDATE*,a25158367
23177,VENT!!!! UGH!,a30846457
23180,Flu Shots?,a54611890
23181,"4 those concerned about ""ROTA VIRUS""",a7009345
23182,mixed vaccines?,a53496304
23184,Friend's wedding 2 weeks after due date- advice wanted!,a56940907
23189,Strep B vaccination,a28495807
23190,Spacing Out Vaccines?,a27723749
23192,You don't treat unless her fever is 105 degrees? Really?,a35541748
23193,"Henrietta Lacks, HeLa Genome, and Compensation",a53207161
23194,Pertussis- scared,a57536296
23195,Reason why I'm vacinating my kids..,a49493752
23196,German Vaccines,a26404805
23198,I know I'm going to get flack for this but...,a51872983
23201,"Home visit from preschool teacher, why?",a57695320
23203,Has anybody changed her mind??? NOT A DEBATE!!!,a23283841
23204,BCG vaccine,a22897243
23206,Your Vaccination Schedule,a23067131
23207,Has anyone read this? This is why we should NEVER listen to celebrities!!,a46810717
23209,vaccines and fussiness,a29087395
23215,debate,a33874132
23216,LO has the...POX!,a27258511
23218,Just wondering how you all feel about the unvaxed due to allergies?,a27602915
23219,Getting close to MMR time....,a10057845
23223,2 month old doctor appt. baby is 13 lbs.,a54476272
23224,Baby vaccines?,a35063986
23226,do people still do this nowadays?,a23455975
23227,NFTM Who have used an altered vaccine schedule.,a27623977
23228,Potential Measles Dilemma,a55081651
23229,Hep b vaccine,a36427663
23230,no peace at all - about vaccines,a3982115
23232,any pointers for 2 month vaccinations?,a24486329
23233,MIL causing SERIOUS conflict. help!,a56584603
23235,Selective Vaxing,a28025669
23236,So it's not that big of deal but..,a56581351
23237,Dead Fetus Cells in Rubella,a22702807
23240,Schools in my area are requiring swine flu vaccine...,a13967865
23243,16 week Baby up all night...could it be gas/shots/digestive tract?,a66237556
23244,fourteenstudies.org,a31383790
23246,Vitamin D3 instead of H1N1 vaccine?,a15956965
23248,Anyone NOT get the Rotavirus vaccine?,a2646405
23249,"MIL already a problem in early pregnancy. Update: 5, 10, 16, 21, 28 (CO and maybe FM)(long)",a43000930
23250,Meal/feeding plan from my pediatrician,a49774759
23251,Need some honest feedback regarding fight about vaccinations with SO,a19103675
23252,The flu has hit our household!,a54654046
23253,Whooping cough exposure :-(,a65767795
23254,The Vaccine War,a32341743
23255,Dr. Sears' book on vaccines,a29883225
23256,vaccine tears,a41712472
23258,Vaccination *POLL*,a31606817
23260,4month visit Vaccines-for those of you whom spread them out...,a21779243
23261,Hospital flu ban :(,a54608791
23262,Trying for Second Kiddo and Zika,a62219449
23265,Delayed Vaccine Schedules...,a13392585
23266,Flu vaccine,a30215637
23267,are you or aren't you going to tget the H1N1 vaccine???,a16611145
23269,? 4 AmandaBears... AND ? about H1N1 vaccine,a16306885
23271,Vaccines!,a44922604
23273,"Moms that Vaccinate, Are you getting all shots?",a16676065
23277,This is why we're all REALLY here!,a49138267
23278,Please Read! (Warning Trigger),a54341248
23280,Tdap whooping cough shot...what are you doing?,a52640374
23281,Please help me feel better about this. (bat situation update),a54431113
23283,"Anti-vax, but pro-circ?",a50666668
23284,Who is waiting to get their LO vaccinated?,a21477305
23285,what does your public prek require?,a56849701
23286,flu-mist or vaccine?,a15623925
23289,For those that are delaying/selectively vaccinating...,a27819267
23290,Church,a65562658
23291,WHEN TO START BABY FOOD..........,a57248065
23292,the vaccination war...help!,a23590219
23293,S/O of the same old vaccine debate,a26754639
23294,A New (to me) Perspective on vac/anti vac,a46398328
23295,Question about HepB (and only HepB!) Vaccine,a21968999
23296,Need Advice... Losing Patience!!,a64179076
23297,Moms vs Moms: Don't judge me,a50091283
23298,Hep. B.,a64761058
23299,Whooping Cough (Pertussis),a37579858
23305,Ever worry about not vaxxing?,a3791175
23308,2 month shots - Which ones will your LO get/not get?,a50629309
23309,need encouragement/support....babys first shots,a58744114
23310,For vaccines or against?,a12842415
23311,Preemptive post: whose MIL getting rid of kittens,a62258113
23312,"NOOOO, MY BABYYYYY!!!! :(",a47900482
23313,"Any ""Soggy"" moms here?",a49519603
23314,H1N1 vaccine - mist,a16784225
23316,Has your LO had the flu shot (poll),a59530234
23318,to vaccinate or not...,a29254599
23320,My top 10 rules and regulations for family after delivery.,a45502360
23321,HPV Vaccine?,a30975545
23322,vaccination questions,a11207455
23326,Vaccinations,a51172522
23328,Laughing babies!!,a60436888
23329,Flu shot?,a62454577
23330,Anyone NOT vaccinating....,a20984465
23331,After the 2 months vaccines-eczema,a48260776
23333,"Measles outbreak, pregnant, and possibly unvaccinated...help",a54806761
23334,The effects of not getting vaccinations...,a55222786
23335,flu vaccine,a46071595
23336,Have you been offered the Tdap?,a43967335
23337,"anti-vax, against non-organic food, yet pro makeup?",a31966257
23338,Modern Medicine,a46679875
23341,Man WON lawsuit against Makers of MMR for causing Autism,a19044385
23342,For you Mamas who don't get the flu shot....,a45986104
23346,"Mosquito bite help-update not mosquitoes, chicken pox",a57181201
23347,concerned over the h1n1 vaccine,a16768685
23350,Im gonna make you mad!,a5164865
23351,2 Month shots inconsolable cry,a56961721
23352,Anyone know?,a58599148
23354,Looking for info on RS virus treatment,a66184648
23356,HELP,a67466428
23357,DH in The Medical Field,a43193527
23358,We need to move to a city we can call home,a40423792
23359,Ex-Spouse Won't Allow Older Children to Get H1N1 Vaccine,a19386155
23362,rabies vaccine during pregnancy! HELP please,a43979611
23363,"here's your ""grab the popcorn"" post",a53852554
23365,Another vax post.... (LONG RANT!! SORRY!),a24981537
23366,(vent) We were exposed to the flu over Christmas,a54279397
23368,WWYD?,a59208628
23369,Denying Hep B in the hospital,a36869038
23370,Enterovirus D68 and Immunizations,a54619381
23371,HPV vaccine not just for girls-kind of OT,a23865037
23373,SO won't get flu shot!,a59747599
23374,whooping cough vaccine and BFing,a24342835
23375,Disturbing Data about Vaccinated Children,a45524338
23376,National Shortage on Baby/child vaccines,a44513161
23377,Question about H1N1 vaccine...,a16366345
23378,swine flu vaccination,a20544525
23379,*Holding off on 6 month vaccinations,a28709161
23380,Cold!! Help pls,a61922302
23381,The life cycle of a birth board,a63983596
23383,Vaccinations and Stupid Texts,a24485613
23384,A little fuel for the vax fire.,a50136358
23385,how to deal with non-vaccinating family members??,a27938119
23389,"It's not my problem, it's all other parents problem",a27116721
23390,Acetaminophen reduces the potency of some vaccines- New Study.,a17105735
23392,Way delayed vaccinations,a36657568
23393,The Imaginary H1N1 Vaccine...,a17351305
23394,well cdc got the wrong flu stain this year,a53943559
23395,New study release-Autism and Vaccines,a24297097
23396,Did you ever get the chicken pox? *poll*,a55121941
23397,Just in case any of you ladies didn't know this existed.,a48468115
23399,Exposed to whooping cough,a46953334
23400,Getting Really Nervious - Please Advise!!!,a50390956
23402,problems with vaccines?,a25509145
23403,Are you having your older children get the H1N1 vaccine?,a17153155
23404,"PERTUSSIS (Long, but PLEASE READ)",a21612155
23406,Fussiness after 2 month shots,a54216814
23407,DTap shot,a67055833
23408,Not vaccinating? (Not for debates *_*),a12227415
23409,Sick cat,a62052352
23411,Fever from shots,a59391010
23412,Very Very long post about SIDS but a good one!!,a17444615
23414,Not Vaccinating and Breastfeeding ... What would you do?,a25803595
23415,2-month vaccinations... am I the only one who got freaked out by,a1164665
23417,Vaccine Reaction,a26339215
23419,Where is H1N1 vaccine available?,a17516335
23420,Vaccine question,a45926164
23421,Who's getting the flu vaccine?,a24485503
23424,Worried please answer,a64654660
23425,Looking to borrow/buy pro non-vaccinating book for cheap...,a28154065
23426,Whooping cough shot,a61203970
23427,ultrasounds and autism,a48901486
23429,Sick after vaccines?,a48547771
23430,H1N1,a18597115
23432,Is my ped crazy? What would you do?,a38611267
23433,Autisum and Vaccinations debunked?,a26103675
23434,h1n1 vaccine for me 27 weeks pregnant - but NOT for my DH. anybody else?,a17127815
23436,HELP!!! Rash with pic,a64910812
23438,Hives after receiving vaccinations?,a23755473
23439,After vaccines,a39682897
23440,update in orig. Wait 2.5 weeks or doctor now?,a48387469
23443,HPV vaccine?,a21887383
23445,After vaccinations,a1373195
23446,Not offered whooping cough?,a63738595
23449,Vaccines and non-stop screaming?,a28812203
23450,Flu shot (edited),a47754016
23453,Advil / Motrin for 2 month vaccinations,a27461553
23454,Parenting Stlyes,a41357992
23455,Got the Tdap,a63064276
23457,6 month visit actually at 7 months,a66796876
23458,I'm totally asking for it but...,a52990834
23459,Chicken Pox Vaccine,a40684423
23462,chicken pox,a31623367
23463,Flu Vaccine = Sick more?,a25333151
23464,Non vaxing friend and whooping cough,a45313669
23468,To those choosing delayed vaccination,a41669608
23470,Vacc question,a54216109
23471,Flu Shot In 1st Trimester,a65490265
23472,Your TB Skin Test? or vaccines?,a23262297
23475,Doctors skipping some vaccines,a11546275
23478,Apparently I'm a freak..,a55176331
23480,Vaccines today and I forgot the medicine!,a23138375
23483,SIL ruined my night.... So freakin stupid. My poor dog!,a48537379
23484,6 Month Vaccines...HELP,a26975699
23485,12 month vaccines advice,a27616077
23487,pediatricians & vaccinations,a6956025
23489,Toddler allergy tests & 2 month vaccines,a28179005
23492,POLL: MMR 12 months or 18 months?,a58336753
23493,Vaccines?,a22218965
23494,Vaccine swelling,a25833837
23495,Vaccination schedule,a36745795
23496,Anyone delaying MMR?,a31557063
23497,Immunization,a50836390
23499,Flu vaccine?,a21458627
23500,Immediate reaction after 1-year vaccinations?,a39467197
23501,SO REFUSES to get TDAP.....,a49434772
23505,Vaccines at 9 month visit?,a13242565
23507,allright ladies i want to hear EVERYONES opinion on this post EVERYONE can participate,a46485757
23510,"allergy, vaccine or oald/oversupply?",a22249023
23512,Did all of you do the rotavirus vaccine??,a25287493
23513,I now know what caused my Crohn's..,a59567977
23514,Persuasive Research Essay Topics aaaand GO!,a60070534
23515,Late for 4 month vaccine??,a34662628
23516,Swine flu vaccine,a14724405
23517,"Ok, some support, please, Updated!",a61741279
23520,Need Pedi in Woodlands Preferably Open to Delayed Vaccines,a21782469
23521,I need help with my term paper...Vaccines (NOT A DEBATE),a24621701
23524,Nationwide vaccine combo shortage,a36241408
23525,what type of reactions have your LO's had from the MMR vaccine,a29599207
23526,Please take 30 extra seconds to.....,a42238993
23529,Reaction to vaccines/going to the hospital,a29728619
23530,How do you educate grandparents,a60732313
