,sent,c_id,comment_author,thread_id,comment_date,pattern_matched,text_short,negations,amod_subj_xcomp_lemma,amod_subj_xcomp_lower,compound_subj_xcomp_lemma,compound_subj_xcomp_lower,pos_subj_xcomp_lemma,pos_subj_xcomp_lower,subject_xcomp_lemma,subject_xcomp_lower,verb_xcomp_lemma,verb_xcomp_lower,verb_phrase_xcomp,verb_tense_xcomp,amod_subj_lemma,amod_subj_lower,compound_subj_lemma,compound_subj_lower,pos_subj_lemma,pos_subj_lower,subject_lemma,subject_lower,subject_active,verb_lemma,verb_lower,verb_phrase,verb_tense,dobj_amod_lemma,dobj_amod_lower,compound_dobj_lemma,compound_dobj_lower,pos_dobj_lemma,pos_dobj_lower,dobj_lemma,dobj_lower
3326,"well our dear daughter is 1 and she is not vaxed yet, but we will start her on the vaccination schedule when she is 2.",c2457778817,bejungles,a50229475,06/04/2014,schedule_noun,we will start her on the vaccination schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,start,start,will start,Future,,,vaccination,vaccination,,,schedule,schedule
3327,"my son has not had either the flu or h1n1 vaccine, and we delayed one other...",c2126540228,MBerry81,a21919443,03/10/2010,delay_verbs,we delayed one other,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,other,other
3328,i pick and choose and delay.,c2273907207,ryker789,a25792079,01/05/2011,delay_verbs,delay,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,delay,Infinite,,,,,,,,
3329,i will be delaying the vacc's the baby does get.,c2071347557,LeslieLue,a16658745,10/13/2009,delay_verbs,i will be delaying,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delaying,will be delaying,Future,,,,,,,,
3330,also kids like to kiss each other...share food...put stuff in there mouth that they find on the floor....my kids have had all there vaccines on schedule.,c2037359181,dandg3,a9942495,05/30/2009,schedule_noun,my kids have had all there vaccines on schedule,1,,,,,,,,,,,,,,,,,my,my,kid,kids,ACTIVE,have,had,have had,PresentPerfect,,,,,,,schedule,schedule
3331,so i believe with this one i will delay the mmr til the baby is 3.,c2031786407,Robinlynn1971,a8657395,05/01/2009,delay_verbs,i will delay the mmr,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,will delay,Future,,,,,,,mmr,mmr
3332,"i am 19, significant other will watch him i work because i work mornings and he works nights, and we take him to appointments on significant other's schedule until i get my license.",c2458822005,Babyjitterss,a50433418,06/14/2014,schedule_noun,we take him to appointments on significant other's schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,take,take,take,PresentSimple,,,,,other,other,schedule,schedule
3333,we do them on schedule.,c2421676909,Faithevich,a42411064,06/03/2013,schedule_noun,we do them on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,,,,,,,schedule,schedule
3334,"so are we, basically delayed her vaccines for 2 months .",c2454328518,Bonnagirl,a49532383,05/03/2014,delay_verbs,"we, basically delayed her vaccines",1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,,,her,her,vaccine,vaccines
3335,i do a selective delay schedule.,c2388910085,akcsjc12,a34837096,07/12/2012,schedule_noun,i do a selective delay schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,do,do,PresentSimple,selective,selective,delay,delay,,,schedule,schedule
3336,"i do not think vaccines are for everyone, if you have a family history of serious allergies or genetic complications then it might be wise to wait to vaccinate or do a delayed schedule.",c2220522824,Gracie-Poo's Mom,a24573265,10/05/2010,schedule_noun,do a delayed schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,do,do,do,Infinite,delay,delayed,,,,,schedule,schedule
3337,"personally for my husband and myself we have decided to do a delay vaccine schedule, and leave out unnecessary vaccines",c2220522824,Gracie-Poo's Mom,a24573265,10/05/2010,schedule_noun,we have decided to do a delay vaccine schedule,1,,,,,,,we,we,decide,decided,have decided,PresentPerfect,,,,,,,,,,do,do,to do,Infinite,,,"vaccine, delay","vaccine, delay",,,schedule,schedule
3338,and based on the facts we have decided to just delay and only do one at a time.,c2220522824,Gracie-Poo's Mom,a24573265,10/05/2010,delay_verbs,we have decided to just delay,1,,,,,,,we,we,decide,decided,have decided,PresentPerfect,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
3339,i will absolutly be vaccinating my children 100% on schedule.,c2382602525,Sarah.elizabethx3,a33330025,05/15/2012,schedule_noun,i will absolutly be vaccinating my children 100% on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vaccinate,vaccinating,will be vaccinating,Future,,,,,,,schedule,schedule
3340,"it has been so great hearing from all the mom's who have kept their child on a schedule with no side effects, that really makes me feel better about this.",c2009772362,Chrispink33,a2227795,11/07/2008,schedule_noun,who have kept their child on a schedule,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,keep,kept,have kept,PresentPerfect,,,,,,,schedule,schedule
3341,"i think we might go on a staggered immunization schedule, and we have decided to not delay until the baby is two.",c2009772362,Chrispink33,a2227795,11/07/2008,schedule_noun,we might go on a staggered immunization schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,go,go,might go,Conditional,staggered,staggered,immunization,immunization,,,schedule,schedule
3342,"i think we might go on a staggered immunization schedule, and we have decided to not delay until the baby is two.",c2009772362,Chrispink33,a2227795,11/07/2008,delay_verbs,we have decided to not delay,-1,,,,,,,we,we,decide,decided,have decided,PresentPerfect,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
3343,"we are also vaccinating on schedule, except we delayed hep b at birth.",c2330166690,Shewi128,a27281231,04/15/2011,schedule_noun,we are also vaccinating on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinating,are vaccinating,PresentContinuous,,,,,,,schedule,schedule
3344,"we are also vaccinating on schedule, except we delayed hep b at birth.",c2330166690,Shewi128,a27281231,04/15/2011,delay_verbs,we delayed hep b,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,hep,hep,,,b,b
3345,i did delay a few only by separating the vax's.. so if he got say 4 in one appt.,c2040209088,mom2cubfans,a10567395,06/13/2009,delay_verbs,i did delay a few,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,did delay,PastSimple,,,,,,,few,few
3346,"although simply vaccinating those infants of mothers who are infected with hepatitis b and delaying the vaccine for other infants is one strategy for preventing hepatitis b in newborns, it is not as effective as universal immunization.",c2352955550,katielea2007,a28475657,07/12/2011,delay_verbs,who are infected with hepatitis b and delaying the vaccine,1,,,,,,,,,,,,,,,,,,,who,who,PASSIVE,delay,delaying,delaying,Gerundive,,,,,,,vaccine,vaccine
3347,"and i think it has a great thing that so many of us are questioning the vax schedule and challenging the cdc and our docs about not only the vax schedule, but the vaxs themselves.",c2012525144,Shark1pb,a3549555,12/22/2008,schedule_noun,many of us are questioning the vax schedule,1,,,,,,,,,,,,,,,,,,,many,many,ACTIVE,question,questioning,are questioning,PresentContinuous,,,vax,vax,,,schedule,schedule
3348,"and i think it has a great thing that so many of us are questioning the vax schedule and challenging the cdc and our docs about not only the vax schedule, but the vaxs themselves.",c2012525144,Shark1pb,a3549555,12/22/2008,schedule_noun,many of us are questioning the vax schedule and challenging the cdc and our docs about not only the vax schedule,1,,,,,,,,,,,,,,,,,,,many,many,ACTIVE,challenge,challenging,challenging,Gerundive,,,vax,vax,,,schedule,schedule
3349,i will not do the modified vaccination schedule because our state requires the daycare provide up to date records for each baby.,c2010394021,1970Shannon,a2637265,11/18/2008,schedule_noun,i will not do the modified vaccination schedule,-1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,do,will do,Future,modify,modified,vaccination,vaccination,,,schedule,schedule
3350,"we had planned to delay, but dear son was in the nicu and they strongly recommended it in case he needed blood.",c2522057670,MinFarshaw,a61233295,01/29/2016,delay_verbs,we had planned to delay,1,,,,,,,we,we,plan,planned,had planned,PastPerfect,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
3351,my pediatrician supports a spread out schedule and i use that.,c2376621947,jamiesheehan19,a32235963,03/18/2012,schedule_noun,my pediatrician supports a spread out schedule,1,,,,,,,,,,,,,,,,,my,my,pediatrician,pediatrician,ACTIVE,support,supports,supports,PresentSimple,spread,spread,,,,,schedule,schedule
3352,i have a kiddo who is delayed so i really try to leverage my team of docs as much as i can!,c2566356119,bensmom010106,a68388334,01/16/2018,delay_verbs,who is delayed,1,,,,,,,,,,,,,,,,,,,who,who,PASSIVE,delay,delayed,is delayed,PresentPassive,,,,,,,,
3353,we do the dr sears alternate schedule.,c2497833636,amrshortstuff,a57304519,06/08/2015,schedule_noun,we do the dr sears alternate schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,alternate,alternate,,,,,schedule,schedule
3354,so dear daughter gets hers spaced.,c2497833636,amrshortstuff,a57304519,06/08/2015,delay_verbs,hers spaced,1,,,,,,,,,,,,,,,,,,,her,hers,ACTIVE,space,spaced,spaced,PastParticipe,,,,,,,,
3355,my children will get shots on schedule.,c2032264623,Excited4Sep,a8796375,05/04/2009,schedule_noun,my children will get shots on schedule,1,,,,,,,,,,,,,,,,,my,my,child,children,ACTIVE,get,get,will get,Future,,,,,,,schedule,schedule
3356,to each there own but i hope you do not regret delaying vac apparently you research was not well rounded,c2400119944,kalelmom,a37453375,10/30/2012,delay_verbs,you do not regret delaying,-1,,,,,,,you,you,regret,regret,do regret,PresentSimple,,,,,,,,,,delay,delaying,delaying,Gerundive,,,,,,,,
3357,"i did not read all the comments but this is what i do, i delay the hepb shot in the hospital.",c2552839938,tinker1218,a66134431,04/09/2017,delay_verbs,i delay the hepb shot,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,hepb,hepb,,,,,shoot,shot
3358,after that the only time i delay if if they are not feeling well when we go in to their well child appt or if they are just getting over a virus.,c2552839938,tinker1218,a66134431,04/09/2017,delay_verbs,i delay,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
3359,i only delay these shots if they are the live virus and they will get it at their next visit.,c2552839938,tinker1218,a66134431,04/09/2017,delay_verbs,i only delay these shots,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,shot,shots
3360,"i vaccinate all my kids hunny, but i space it, so i must be a moron of a robot too right.",c2111444567,SaGiTTaRiUs77,a21474441,02/03/2010,delay_verbs,i space it,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,space,space,space,PresentSimple,,,,,,,it,it
3361,"unless it is the dr sears schedule, i absolutely do not agree with delayed vaxing.",c2368984971,laramiche,a30999279,01/04/2012,schedule_noun,it is the dr sears schedule,1,,,,,,,,,,,,,,,,,,,it,it,ACTIVE,be,is,is,PresentSimple,,,sears,sears,,,schedule,schedule
3362,and pubmed and 20587679 and delaying mmr past 12-15 months increases the chance for febril seizures seizures from fever.,c2470740702,firsttimemom813,a52727014,10/02/2014,delay_verbs,delaying mmr,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delaying,delaying,Gerundive,,,,,,,mmr,mmr
3363,at the time had me delay mmr because of some autism red flags.,c2440933597,My500thScreenname,a46816345,01/03/2014,delay_verbs,me delay mmr,1,,,,,,,,,,,,,,,,,,,me,me,ACTIVE,delay,delay,delay,Infinite,,,,,,,mmr,mmr
3364,"), i use the washing machine and dryer, my cloth diapers are from china but bought locally, dear son is vaxed but on an alternative schedule, we go to doctors althought i am more and more frequently ignoring their advice, i do not make my own laundry detergent but i use ecos, all of dear son's baby food was organic and 90% homemade but now that he is on real food it has not, we eat more processed and packaged foods than i want us to, we have conventional mattresses , we wear conventional clothes, and do not grow anything.",c2396989130,ErinShamu,a32358355,09/30/2012,schedule_noun,"alternative schedule, we go",1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,go,go,go,PresentSimple,alternative,alternative,,,,,schedule,schedule
3365,i would do it when they are around three months because at least you will be healed up and the baby will be on more of a predictable schedule.,c2531217800,hopeful *1*,a62674573,05/12/2016,schedule_noun,baby will be on more of a predictable schedule,1,,,,,,,,,,,,,,,,,,,baby,baby,ACTIVE,be,be,will be,Future,predictable,predictable,,,,,schedule,schedule
3366,my son is vaccinated on schedule.,c2337236531,cricket2478,a27547423,05/05/2011,schedule_noun,my son is vaccinated on schedule,1,,,,,,,,,,,,,,,,,my,my,son,son,PASSIVE,vaccinate,vaccinated,is vaccinated,PresentPassive,,,,,,,schedule,schedule
3367,"with that said, i delayed the mmr vax with both of my children.",c2375536128,mtn_girl+3,a32038899,03/07/2012,delay_verbs,i delayed the mmr vax,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,mmr,mmr,,,vax,vax
3368,"with odd, i just did what they say to do and vax'd on schedule as recommended by the peds office.",c2365886251,Sheila.Clint,a30488441,11/30/2011,schedule_noun,they say to do and vax'd on schedule,1,,,,,,,they,they,say,say,say,PresentSimple,,,,,,,,,,do,do,to do,Infinite,,,,,,,schedule,schedule
3369,my dear daughter is on an alternate vaccine schedule.,c2035243757,lis106,a9491355,05/20/2009,schedule_noun,my dear daughter is on an alternate vaccine schedule,1,,,,,,,,,,,,,dear,dear,,,my,my,daughter,daughter,ACTIVE,be,is,is,PresentSimple,alternate,alternate,vaccine,vaccine,,,schedule,schedule
3370,"we vaccinated twin a at actual age and twin b is delayed but only because of his open heart surgery, he cannot get the for 6wks post op anyways.",c2227502321,mommyof5beauties,a24728201,10/17/2010,delay_verbs,twin b is delayed,1,,,,,,,,,,,,,,,twin,twin,,,b,b,PASSIVE,delay,delayed,is delayed,PresentPassive,,,,,,,,
3371,we did not even get the h1n1 vaccine and we are on a delayed vax schedule.,c2179514039,SnoozeButton09,a23398977,07/06/2010,schedule_noun,we are on a delayed vax schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,be,are,are,PresentSimple,delay,delayed,vax,vax,,,schedule,schedule
3372,we space out vaccines and our pedi completely agrees with this.,c2496497408,yodelittlelady,a57098158,05/26/2015,delay_verbs,we space out vaccines,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,space,space,space,PresentSimple,,,,,,,vaccine,vaccines
3373,we slowed down our dear son's vaccine schedule after that.,c2434078707,ayrabella,a45286939,10/21/2013,schedule_noun,we slowed down our dear son's vaccine schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,slow,slowed,slowed,PastSimple,,,vaccine,vaccine,son,son,schedule,schedule
3374,"if he had not had reactions, we would not have slowed the schedule.",c2434078707,ayrabella,a45286939,10/21/2013,schedule_noun,we would not have slowed the schedule,-1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,slow,slowed,would have slowed,Conditional,,,,,,,schedule,schedule
3375,we are vax'ing on schedule and our ped is very anti delayed-vax.,c2415945351,TaylorDanielle,a41134117,04/05/2013,schedule_noun,we are vax'ing on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vax'e,vax'ing,are vax'ing,PresentContinuous,,,,,,,schedule,schedule
3376,"no daycare, no sibs so our pedi does not mind doing a delayed schedule.",c2381690762,snowborn,a33166879,05/06/2012,schedule_noun,our pedi does not mind doing a delayed schedule,-1,,,,,our,our,pedi,pedi,mind,mind,does mind,PresentSimple,,,,,,,,,,do,doing,doing,Gerundive,delay,delayed,,,,,schedule,schedule
3377,"the book is an easy read, it gives pros and cons for each vaccination, does not scare you but educates you as to why the shots are beneficial or why people opt to skip them or delay them.",c2277484269,Izzi5837,a25881533,01/11/2011,delay_verbs,delay them,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delay,delay,Infinite,,,,,,,them,them
3378,it also offers an alternate schedule.,c2277484269,Izzi5837,a25881533,01/11/2011,schedule_noun,it also offers an alternate schedule,1,,,,,,,,,,,,,,,,,,,it,it,ACTIVE,offer,offers,offers,PresentSimple,alternate,alternate,,,,,schedule,schedule
3379,if you need additional suggestions or to see what others have done w and selective-delayed vaccination visit the none and select and delayed vaccination board for help in your decisions.,c2217432729,Husker_Mom,a24429081,09/28/2010,delay_verbs,delayed,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delayed,delayed,PastParticipe,,,,,,,,
3380,if you need additional suggestions or to see what others have done w and selective-delayed vaccination visit the none and select and delayed vaccination board for help in your decisions.,c2217432729,Husker_Mom,a24429081,09/28/2010,delay_verbs,delayed vaccination board,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,delay,delayed,delayed,PastSimple,,,vaccination,vaccination,,,board,board
3381,my step son had delayed speech.,c2059629887,tearydawn,a14342195,08/30/2009,delay_verbs,my step son had delayed speech,1,,,,,,,,,,,,,,,step,step,my,my,son,son,ACTIVE,delay,delayed,had delayed,PastPerfect,,,,,,,speech,speech
